Elapsed time,HeightMSL,     P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,   Pc,      Lat,        Lon, VirT,PotTemp,          KeyFlags
           s,        m,   hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,  hPa,        °,          °,   °C,     °C,                  
         800,     4342,595.78, -4.1,70.17, -8.7,309.5, 15.5,        4341,    3.6,99999,40.097888,-113.048106, -3.5,   39.1,                  
         801,     4344,595.52, -4.1,70.22, -8.7,309.3, 15.4,        4344,    2.7,99999,40.097799,-113.047964, -3.5,   39.1,                  
         802,     4348,595.27, -4.1,70.28, -8.7,309.2, 15.4,        4348,    3.5,99999,40.097712,-113.047823, -3.6,   39.1,                  
         803,     4351,595.02, -4.2,70.34, -8.7,309.0, 15.4,        4351,    3.5,99999,40.097626,-113.047683, -3.6,   39.1,                  
         804,     4355,594.76, -4.2,70.37, -8.8,308.8, 15.4,        4355,    3.4,99999,40.097541,-113.047544, -3.6,   39.1,                  
         805,     4358,594.50, -4.2,70.41, -8.8,308.7, 15.4,        4358,    3.4,99999,40.097454,-113.047406, -3.7,   39.1,                  
         806,     4362,594.24, -4.2,70.53, -8.8,308.5, 15.4,        4362,    3.6,99999,40.097367,-113.047268, -3.7,   39.1,                  
         807,     4365,593.97, -4.3,70.62, -8.8,308.3, 15.4,        4365,    2.9,99999,40.097279,-113.047129, -3.7,   39.1, U                
         808,     4369,593.71, -4.3,70.60, -8.8,308.2, 15.4,        4369,    4.6,99999,40.097192,-113.046989, -3.8,   39.1,                  
         809,     4372,593.45, -4.3,70.42, -8.9,308.0, 15.4,        4372,    3.0,99999,40.097105,-113.046846, -3.8,   39.1,                  
         810,     4375,593.18, -4.3,70.30, -8.9,307.9, 15.4,        4376,    3.1,99999,40.097019,-113.046702, -3.8,   39.1,                  
         811,     4379,592.92, -4.4,70.19, -9.0,307.8, 15.4,        4379,    3.9,99999,40.096934,-113.046555, -3.8,   39.1,                  
         812,     4383,592.66, -4.4,69.99, -9.0,307.6, 15.4,        4383,    3.8,99999,40.096851,-113.046408, -3.9,   39.2,                  
         813,     4386,592.40, -4.4,69.82, -9.1,307.5, 15.4,        4386,    3.0,99999,40.096768,-113.046260, -3.9,   39.2,                  
         814,     4390,592.14, -4.4,69.79, -9.1,307.4, 15.4,        4390,    3.4,99999,40.096686,-113.046114, -3.9,   39.2,                  
         815,     4393,591.89, -4.5,69.90, -9.1,307.3, 15.4,        4393,    3.1,99999,40.096604,-113.045969, -3.9,   39.2,                  
         816,     4397,591.63, -4.5,69.88, -9.2,307.2, 15.4,        4397,    4.1,99999,40.096523,-113.045826, -4.0,   39.2,                  
         817,     4400,591.37, -4.5,69.67, -9.2,307.1, 15.4,        4400,    2.8,99999,40.096442,-113.045683, -4.0,   39.2,                  
         818,     4403,591.12, -4.5,69.39, -9.3,307.0, 15.4,        4403,    3.5,99999,40.096362,-113.045540, -4.0,   39.2,                  
         819,     4407,590.86, -4.5,69.29, -9.3,306.9, 15.4,        4406,    3.9,99999,40.096282,-113.045397, -4.0,   39.2,                  
         820,     4410,590.60, -4.6,69.48, -9.3,306.8, 15.4,        4410,    2.9,99999,40.096202,-113.045252, -4.0,   39.3,                  
         821,     4413,590.34, -4.6,69.83, -9.3,306.7, 15.4,        4413,    3.3,99999,40.096123,-113.045107, -4.1,   39.3,                  
         822,     4417,590.07, -4.6,70.11, -9.2,306.7, 15.5,        4417,    4.0,99999,40.096045,-113.044964, -4.1,   39.3,                  
         823,     4421,589.81, -4.6,70.01, -9.3,306.6, 15.5,        4420,    3.9,99999,40.095965,-113.044822, -4.1,   39.3,                  
         824,     4425,589.56, -4.7,69.72, -9.3,306.6, 15.5,        4424,    3.6,99999,40.095883,-113.044682, -4.1,   39.3,                  
         825,     4427,589.30, -4.7,69.45, -9.4,306.5, 15.5,        4427,    2.6,99999,40.095800,-113.044540, -4.2,   39.3,                  
         826,     4431,589.04, -4.7,69.15, -9.5,306.4, 15.5,        4431,    3.5,99999,40.095715,-113.044396, -4.2,   39.3,                  
         827,     4434,588.79, -4.7,68.73, -9.6,306.4, 15.5,        4434,    3.0,99999,40.095630,-113.044248, -4.2,   39.4,                  
         828,     4438,588.53, -4.7,68.21, -9.7,306.3, 15.6,        4437,    3.9,99999,40.095545,-113.044098, -4.2,   39.4,                  
         829,     4442,588.27, -4.8,67.75, -9.8,306.3, 15.6,        4441,    3.8,99999,40.095459,-113.043946, -4.2,   39.4,                  
         830,     4444,588.01, -4.8,67.55, -9.8,306.2, 15.6,        4444,    2.7,99999,40.095372,-113.043795, -4.3,   39.4,                  
         831,     4448,587.76, -4.8,67.56, -9.9,306.2, 15.6,        4448,    4.1,99999,40.095285,-113.043644, -4.3,   39.4,                  
         832,     4452,587.50, -4.8,67.38, -9.9,306.1, 15.7,        4452,    3.5,99999,40.095198,-113.043494, -4.3,   39.4,                  
         833,     4455,587.23, -4.8,66.81,-10.1,306.1, 15.7,        4455,    2.7,99999,40.095113,-113.043345, -4.3,   39.5,                  
         834,     4458,586.97, -4.8,66.04,-10.2,306.0, 15.7,        4459,    3.3,99999,40.095029,-113.043196, -4.4,   39.5,                  
         835,     4462,586.71, -4.9,65.34,-10.4,305.9, 15.7,        4462,    4.2,99999,40.094945,-113.043048, -4.4,   39.5,                  
         836,     4466,586.44, -4.9,64.61,-10.5,305.8, 15.8,        4465,    3.9,99999,40.094861,-113.042900, -4.4,   39.5,                  
         837,     4470,586.17, -4.9,64.06,-10.7,305.8, 15.8,        4469,    3.4,99999,40.094777,-113.042754, -4.4,   39.5,                  
         838,     4473,585.90, -4.9,63.78,-10.7,305.7, 15.8,        4472,    3.6,99999,40.094693,-113.042609, -4.5,   39.6,                  
         839,     4476,585.62, -5.0,63.80,-10.8,305.6, 15.9,        4476,    2.8,99999,40.094611,-113.042464, -4.5,   39.6,                  
         840,     4480,585.35, -5.0,63.99,-10.7,305.5, 15.9,        4479,    4.5,99999,40.094530,-113.042319, -4.5,   39.6,                  
         841,     4485,585.07, -5.0,64.20,-10.7,305.4, 15.9,        4483,    4.7,99999,40.094449,-113.042172, -4.5,   39.6,                  
         842,     4489,584.80, -5.1,64.33,-10.7,305.4, 16.0,        4487,    3.5,99999,40.094368,-113.042023, -4.6,   39.6,                  
         843,     4491,584.53, -5.1,64.34,-10.8,305.3, 16.0,        4490,    2.7,99999,40.094286,-113.041872, -4.6,   39.6,                  
         844,     4495,584.27, -5.1,64.28,-10.8,305.2, 16.1,        4494,    4.1,99999,40.094204,-113.041720, -4.6,   39.6,                  
         845,     4499,584.02, -5.1,64.18,-10.8,305.1, 16.1,        4498,    3.7,99999,40.094121,-113.041566, -4.7,   39.6,                  
         846,     4502,583.77, -5.2,64.23,-10.9,305.0, 16.2,        4501,    2.9,99999,40.094037,-113.041410, -4.7,   39.6,                  
         847,     4505,583.52, -5.2,64.31,-10.9,305.0, 16.2,        4504,    2.9,99999,40.093954,-113.041251, -4.7,   39.6,                  
         848,     4508,583.27, -5.2,64.26,-10.9,304.9, 16.2,        4508,    3.1,99999,40.093872,-113.041089, -4.7,   39.6,                  
         849,     4511,583.02, -5.2,64.12,-11.0,304.9, 16.3,        4511,    3.4,99999,40.093791,-113.040928, -4.8,   39.6,                  
         850,     4515,582.77, -5.3,64.01,-11.0,304.8, 16.4,        4514,    4.0,99999,40.093712,-113.040769, -4.8,   39.7,                  
         851,     4519,582.51, -5.3,64.11,-11.0,304.8, 16.4,        4518,    3.3,99999,40.093631,-113.040611, -4.8,   39.7,                  
         852,     4522,582.25, -5.3,64.71,-10.9,304.8, 16.5,        4521,    3.6,99999,40.093548,-113.040454, -4.8,   39.7,                  
         853,     4525,582.00, -5.3,65.66,-10.7,304.8, 16.5,        4524,    3.0,99999,40.093464,-113.040296, -4.9,   39.7,                  
         854,     4529,581.74, -5.4,66.20,-10.7,304.8, 16.6,        4528,    3.4,99999,40.093379,-113.040136, -4.9,   39.7,                  
         855,     4533,581.48, -5.4,66.00,-10.7,304.8, 16.7,        4532,    4.4,99999,40.093294,-113.039975, -4.9,   39.7,  d v             
         856,     4536,581.21, -5.4,65.69,-10.8,304.8, 16.7,        4535,    3.0,99999,40.093207,-113.039812, -4.9,   39.8,                  
         857,     4540,580.95, -5.4,65.70,-10.8,304.9, 16.8,        4539,    3.9,99999,40.093121,-113.039649, -4.9,   39.8,                  
         858,     4543,580.69, -5.4,65.88,-10.8,304.9, 16.9,        4542,    3.5,99999,40.093034,-113.039485, -5.0,   39.8,T                 
         859,     4546,580.42, -5.5,66.11,-10.8,305.0, 17.0,        4546,    3.1,99999,40.092947,-113.039322, -5.0,   39.8,                  
         860,     4550,580.16, -5.4,66.23,-10.8,305.1, 17.0,        4549,    3.9,99999,40.092861,-113.039157, -5.0,   39.8,                  
         861,     4554,579.89, -5.4,66.18,-10.8,305.2, 17.1,        4553,    3.5,99999,40.092776,-113.038992, -5.0,   39.9,                  
         862,     4558,579.63, -5.4,66.02,-10.8,305.3, 17.2,        4556,    4.1,99999,40.092691,-113.038825, -5.0,   39.9,                  
         863,     4561,579.36, -5.5,65.82,-10.8,305.4, 17.3,        4560,    2.8,99999,40.092607,-113.038659, -5.0,   40.0,                  
         864,     4565,579.08, -5.5,65.59,-10.9,305.5, 17.4,        4564,    4.1,99999,40.092523,-113.038494, -5.0,   40.0,                  
         865,     4568,578.80, -5.5,65.22,-11.0,305.7, 17.5,        4568,    3.1,99999,40.092438,-113.038332, -5.0,   40.0,                  
         866,     4572,578.52, -5.5,64.82,-11.1,305.8, 17.6,        4572,    4.4,99999,40.092351,-113.038171, -5.0,   40.1,                  
         867,     4576,578.23, -5.5,64.34,-11.2,306.0, 17.7,        4576,    4.1,99999,40.092261,-113.038010, -5.0,   40.1,                  
         868,     4580,577.94, -5.5,62.98,-11.4,306.1, 17.8,        4580,    3.9,99999,40.092169,-113.037846, -5.0,   40.1,                  
         869,     4585,577.64, -5.5,60.38,-11.9,306.3, 17.9,        4584,    4.5,99999,40.092076,-113.037680, -5.0,   40.2,                  
         870,     4589,577.35, -5.5,57.21,-12.6,306.4, 18.0,        4587,    3.7,99999,40.091982,-113.037512, -5.0,   40.3,                  
         871,     4593,577.07, -5.4,53.72,-13.3,306.6, 18.1,        4591,    4.6,99999,40.091885,-113.037342, -5.0,   40.3,                  
         872,     4597,576.78, -5.4,50.08,-14.2,306.8, 18.2,        4595,    3.4,99999,40.091787,-113.037171, -5.0,   40.4,                  
         873,     4600,576.50, -5.4,47.19,-14.9,306.9, 18.3,        4599,    3.4,99999,40.091687,-113.036999, -5.0,   40.5,                  
         874,     4603,576.22, -5.4,44.86,-15.5,307.1, 18.4,        4603,    3.5,99999,40.091586,-113.036827, -5.0,   40.6,                  
         875,     4607,575.95, -5.3,42.92,-16.0,307.3, 18.5,        4606,    3.9,99999,40.091483,-113.036654, -5.0,   40.6,                  
         876,     4612,575.67, -5.3,41.61,-16.3,307.4, 18.6,        4610,    4.3,99999,40.091378,-113.036481, -5.0,   40.7,                  
         877,     4616,575.40, -5.2,40.61,-16.6,307.6, 18.7,        4613,    3.9,99999,40.091272,-113.036306, -4.9,   40.8,                  
         878,     4619,575.14, -5.2,39.79,-16.7,307.7, 18.7,        4617,    3.4,99999,40.091164,-113.036130, -4.9,   40.9,                  
         879,     4622,574.87, -5.1,39.38,-16.8,307.9, 18.8,        4621,    3.5,99999,40.091056,-113.035951, -4.9,   41.0,                  
         880,     4626,574.61, -5.1,39.22,-16.9,308.0, 18.9,        4624,    3.8,99999,40.090947,-113.035771, -4.8,   41.1,                  
         881,     4630,574.36, -5.1,39.02,-16.9,308.1, 19.0,        4628,    3.3,99999,40.090837,-113.035592, -4.8,   41.2,                  
         882,     4633,574.10, -5.1,38.68,-17.0,308.3, 19.0,        4631,    3.1,99999,40.090726,-113.035414, -4.8,   41.2,                  
         883,     4636,573.85, -5.0,38.21,-17.1,308.4, 19.1,        4635,    3.0,99999,40.090614,-113.035236, -4.7,   41.3,                  
         884,     4640,573.60, -5.0,37.72,-17.2,308.5, 19.2,        4638,    4.2,99999,40.090501,-113.035059, -4.7,   41.4,                  
         885,     4644,573.35, -4.9,37.46,-17.2,308.6, 19.2,        4642,    3.6,99999,40.090387,-113.034881, -4.6,   41.5,                  
         886,     4646,573.10, -4.9,37.57,-17.2,308.8, 19.2,        4646,    2.8,99999,40.090275,-113.034700, -4.6,   41.6,                  
         887,     4650,572.86, -4.9,38.01,-17.0,308.9, 19.3,        4649,    3.9,99999,40.090164,-113.034519, -4.6,   41.7,                  
         888,     4653,572.61, -4.8,38.54,-16.8,309.0, 19.3,        4652,    2.4,99999,40.090053,-113.034338, -4.5,   41.7,                  
         889,     4656,572.36, -4.8,38.97,-16.7,309.1, 19.3,        4655,    3.7,99999,40.089943,-113.034157, -4.5,   41.8,                  
         890,     4660,572.11, -4.8,39.54,-16.5,309.2, 19.4,        4658,    4.0,99999,40.089834,-113.033978, -4.5,   41.8,                  
         891,     4664,571.85, -4.8,40.29,-16.3,309.3, 19.4,        4662,    3.4,99999,40.089723,-113.033800, -4.5,   41.9,                  
         892,     4667,571.60, -4.8,40.99,-16.1,309.4, 19.4,        4665,    3.4,99999,40.089612,-113.033622, -4.5,   41.9,                  
         893,     4671,571.35, -4.8,41.59,-15.9,309.5, 19.4,        4669,    3.5,99999,40.089500,-113.033446, -4.5,   41.9,                  
         894,     4674,571.10, -4.8,42.30,-15.7,309.6, 19.4,        4672,    3.5,99999,40.089387,-113.033270, -4.5,   42.0,                  
         895,     4677,570.85, -4.8,43.44,-15.4,309.7, 19.4,        4676,    3.3,99999,40.089274,-113.033095, -4.5,   42.0,                  
         896,     4681,570.60, -4.8,45.10,-14.9,309.8, 19.3,        4679,    3.2,99999,40.089161,-113.032920, -4.5,   42.1,                  
         897,     4684,570.35, -4.8,46.49,-14.5,309.9, 19.3,        4683,    3.7,99999,40.089049,-113.032744, -4.5,   42.1,                  
         898,     4688,570.10, -4.8,46.80,-14.5,310.0, 19.3,        4686,    3.3,99999,40.088939,-113.032567, -4.5,   42.2,T                 
         899,     4691,569.84, -4.8,46.38,-14.6,310.1, 19.3,        4690,    3.4,99999,40.088831,-113.032388, -4.5,   42.2,                  
         900,     4695,569.59, -4.8,45.93,-14.7,310.2, 19.3,        4694,    3.6,99999,40.088723,-113.032210, -4.5,   42.2,                  
         901,     4699,569.33, -4.8,45.61,-14.8,310.3, 19.2,        4697,    4.0,99999,40.088615,-113.032033, -4.5,   42.2,                  
         902,     4702,569.08, -4.9,45.21,-14.9,310.4, 19.2,        4701,    3.6,99999,40.088505,-113.031860, -4.5,   42.3,                  
         903,     4706,568.82, -4.9,44.56,-15.1,310.5, 19.2,        4705,    3.8,99999,40.088392,-113.031691, -4.5,   42.3,                  
         904,     4709,568.57, -4.9,43.72,-15.4,310.6, 19.2,        4708,    2.8,99999,40.088277,-113.031525, -4.6,   42.3,                  
         905,     4712,568.32, -4.9,43.21,-15.5,310.7, 19.2,        4712,    3.2,99999,40.088159,-113.031361, -4.6,   42.3,                  
         906,     4716,568.07, -4.9,43.03,-15.6,310.8, 19.1,        4715,    3.4,99999,40.088040,-113.031198, -4.6,   42.4,                  
         907,     4719,567.82, -4.9,42.73,-15.7,310.8, 19.1,        4719,    3.7,99999,40.087920,-113.031035, -4.6,   42.4,                  
         908,     4723,567.57, -5.0,42.11,-15.9,310.9, 19.1,        4722,    3.9,99999,40.087800,-113.030873, -4.6,   42.4,                  
         909,     4726,567.31, -5.0,41.30,-16.1,311.0, 19.1,        4725,    3.2,99999,40.087683,-113.030711, -4.7,   42.4,                  
         910,     4730,567.06, -5.0,40.29,-16.4,311.1, 19.1,        4728,    3.5,99999,40.087567,-113.030548, -4.7,   42.5,                  
         911,     4733,566.81, -5.0,39.22,-16.7,311.1, 19.0,        4732,    3.7,99999,40.087453,-113.030383, -4.7,   42.5,                  
         912,     4737,566.56, -5.0,38.30,-17.0,311.2, 19.0,        4735,    3.7,99999,40.087342,-113.030218, -4.7,   42.5,                  
         913,     4740,566.32, -5.0,37.53,-17.3,311.3, 19.0,        4739,    2.8,99999,40.087233,-113.030050, -4.7,   42.6,                  
         914,     4743,566.07, -5.0,36.81,-17.5,311.4, 19.0,        4742,    3.1,99999,40.087127,-113.029881, -4.7,   42.6,                  
         915,     4747,565.83, -5.0,36.10,-17.7,311.4, 19.0,        4746,    3.5,99999,40.087022,-113.029711, -4.7,   42.7,                  
         916,     4751,565.58, -5.0,35.38,-17.9,311.5, 19.0,        4749,    4.1,99999,40.086916,-113.029541, -4.7,   42.7,                  
         917,     4754,565.33, -5.0,34.71,-18.2,311.6, 19.0,        4753,    3.4,99999,40.086810,-113.029372, -4.7,   42.7,                  
         918,     4757,565.08, -5.0,33.87,-18.5,311.7, 19.0,        4757,    2.6,99999,40.086700,-113.029203, -4.7,   42.8,                  
         919,     4760,564.82, -5.0,33.07,-18.7,311.8, 19.0,        4760,    3.3,99999,40.086587,-113.029035, -4.7,   42.8,                  
         920,     4764,564.56, -5.0,32.46,-19.0,311.8, 19.0,        4764,    4.0,99999,40.086473,-113.028868, -4.7,   42.9,                  
         921,     4768,564.30, -5.0,32.02,-19.1,311.9, 19.0,        4767,    4.2,99999,40.086357,-113.028700, -4.7,   42.9,                  
         922,     4773,564.03, -5.0,31.81,-19.2,312.0, 19.0,        4771,    4.2,99999,40.086239,-113.028533, -4.7,   42.9,                  
         923,     4775,563.77, -5.0,31.83,-19.2,312.1, 19.0,        4774,    2.9,99999,40.086122,-113.028367, -4.8,   42.9,                  
         924,     4779,563.50, -5.0,31.87,-19.2,312.2, 19.0,        4778,    3.7,99999,40.086005,-113.028201, -4.8,   43.0,                  
         925,     4783,563.23, -5.0,31.79,-19.3,312.3, 19.0,        4782,    3.5,99999,40.085888,-113.028036, -4.8,   43.0,                  
         926,     4787,562.96, -5.0,31.71,-19.3,312.4, 19.0,        4786,    4.4,99999,40.085772,-113.027870, -4.8,   43.0,                  
         927,     4790,562.70, -5.0,31.74,-19.3,312.5, 19.0,        4790,    3.3,99999,40.085657,-113.027704, -4.8,   43.1,                  
         928,     4795,562.43, -5.1,31.82,-19.3,312.6, 19.0,        4793,    4.3,99999,40.085543,-113.027536, -4.8,   43.1,                  
         929,     4798,562.17, -5.1,31.87,-19.3,312.8, 19.0,        4796,    3.6,99999,40.085430,-113.027370, -4.8,   43.1,                  
         930,     4802,561.91, -5.1,31.85,-19.3,312.9, 19.0,        4800,    3.3,99999,40.085317,-113.027204, -4.9,   43.1,                  
         931,     4805,561.66, -5.1,31.69,-19.4,313.0, 19.0,        4803,    3.9,99999,40.085202,-113.027041, -4.9,   43.2,                  
         932,     4808,561.40, -5.1,31.46,-19.5,313.1, 18.9,        4807,    3.0,99999,40.085085,-113.026879, -4.9,   43.2,                  
         933,     4812,561.15, -5.2,31.23,-19.6,313.2, 18.9,        4811,    4.0,99999,40.084966,-113.026718, -4.9,   43.2,                  
         934,     4815,560.91, -5.2,30.95,-19.7,313.3, 18.9,        4815,    2.8,99999,40.084846,-113.026558, -5.0,   43.2,                  
         935,     4819,560.66, -5.2,30.61,-19.9,313.4, 18.9,        4818,    3.5,99999,40.084726,-113.026400, -5.0,   43.2,                  
         936,     4823,560.41, -5.2,30.32,-20.0,313.4, 18.9,        4822,    4.0,99999,40.084605,-113.026243, -5.0,   43.2,                  
         937,     4826,560.16, -5.3,30.17,-20.1,313.5, 18.9,        4825,    3.6,99999,40.084483,-113.026086, -5.0,   43.2,                  
         938,     4829,559.92, -5.3,30.01,-20.2,313.6, 18.9,        4828,    3.2,99999,40.084362,-113.025929, -5.1,   43.2,                  
         939,     4833,559.67, -5.3,29.71,-20.3,313.7, 18.8,        4832,    3.6,99999,40.084242,-113.025771, -5.1,   43.2,                  
         940,     4837,559.43, -5.3,29.25,-20.5,313.7, 18.8,        4836,    3.6,99999,40.084123,-113.025613, -5.1,   43.3,                  
         941,     4839,559.19, -5.3,28.74,-20.7,313.8, 18.8,        4839,    2.8,99999,40.084006,-113.025453, -5.1,   43.3,                  
         942,     4842,558.94, -5.3,28.67,-20.7,313.8, 18.7,        4843,    3.0,99999,40.083888,-113.025293, -5.1,   43.3, U                
         943,     4846,558.69, -5.3,29.48,-20.4,313.9, 18.7,        4846,    3.8,99999,40.083770,-113.025133, -5.1,   43.4,                  
         944,     4850,558.44, -5.3,30.54,-20.0,313.9, 18.7,        4849,    3.7,99999,40.083652,-113.024974, -5.1,   43.5,                  
         945,     4853,558.19, -5.3,31.31,-19.7,314.0, 18.6,        4853,    3.2,99999,40.083533,-113.024816, -5.1,   43.5,                  
         946,     4857,557.93, -5.3,31.79,-19.5,314.0, 18.6,        4856,    3.8,99999,40.083413,-113.024658, -5.1,   43.5,                  
         947,     4861,557.67, -5.4,32.08,-19.4,314.0, 18.5,        4860,    4.3,99999,40.083295,-113.024500, -5.1,   43.5,                  
         948,     4865,557.42, -5.4,32.31,-19.4,314.1, 18.5,        4864,    3.1,99999,40.083177,-113.024343, -5.1,   43.5,                  
         949,     4868,557.16, -5.4,32.52,-19.3,314.1, 18.4,        4867,    3.9,99999,40.083059,-113.024186, -5.2,   43.5,                  
         950,     4872,556.91, -5.4,32.78,-19.3,314.1, 18.4,        4871,    3.3,99999,40.082943,-113.024031, -5.2,   43.5,                  
         951,     4875,556.66, -5.5,33.07,-19.2,314.1, 18.3,        4875,    3.5,99999,40.082828,-113.023877, -5.2,   43.5,                  
         952,     4879,556.42, -5.5,33.30,-19.1,314.2, 18.2,        4878,    3.4,99999,40.082714,-113.023723, -5.3,   43.5,                  
         953,     4882,556.17, -5.5,33.43,-19.1,314.2, 18.2,        4881,    3.9,99999,40.082601,-113.023569, -5.3,   43.6,                  
         954,     4886,555.93, -5.6,33.52,-19.1,314.3, 18.1,        4885,    3.5,99999,40.082490,-113.023415, -5.3,   43.6,                  
         955,     4888,555.69, -5.6,33.58,-19.1,314.3, 18.0,        4888,    2.4,99999,40.082380,-113.023260, -5.3,   43.6,                  
         956,     4892,555.44, -5.6,33.66,-19.1,314.4, 18.0,        4892,    3.9,99999,40.082270,-113.023103, -5.4,   43.6,                  
         957,     4896,555.20, -5.6,33.76,-19.1,314.4, 17.9,        4895,    3.5,99999,40.082160,-113.022945, -5.4,   43.6,                  
         958,     4899,554.95, -5.7,33.87,-19.1,314.5, 17.8,        4899,    3.5,99999,40.082049,-113.022788, -5.4,   43.6,                  
         959,     4903,554.70, -5.7,34.00,-19.1,314.5, 17.7,        4902,    3.5,99999,40.081937,-113.022633, -5.5,   43.6,                  
         960,     4906,554.46, -5.7,34.08,-19.1,314.6, 17.7,        4906,    3.8,99999,40.081825,-113.022481, -5.5,   43.6,                  
         961,     4910,554.21, -5.7,34.07,-19.1,314.7, 17.6,        4910,    3.4,99999,40.081712,-113.022333, -5.5,   43.6,                  
         962,     4913,553.96, -5.7,34.01,-19.1,314.8, 17.5,        4913,    3.3,99999,40.081597,-113.022189, -5.5,   43.7,                  
         963,     4917,553.71, -5.8,34.01,-19.1,314.8, 17.4,        4916,    3.4,99999,40.081483,-113.022046, -5.5,   43.7,                  
         964,     4921,553.46, -5.8,34.05,-19.1,314.9, 17.4,        4920,    3.9,99999,40.081369,-113.021902, -5.5,   43.7,                  
         965,     4924,553.20, -5.8,34.11,-19.1,315.0, 17.3,        4923,    3.5,99999,40.081255,-113.021759, -5.5,   43.7,                  
         966,     4927,552.95, -5.8,34.17,-19.1,315.1, 17.2,        4927,    3.4,99999,40.081143,-113.021618, -5.5,   43.8,                  
         967,     4932,552.70, -5.8,34.19,-19.1,315.2, 17.1,        4930,    4.2,99999,40.081033,-113.021478, -5.6,   43.8,                  
         968,     4935,552.45, -5.8,34.24,-19.1,315.3, 17.1,        4934,    3.0,99999,40.080926,-113.021340, -5.6,   43.8,                  
         969,     4938,552.20, -5.8,34.36,-19.1,315.4, 17.0,        4938,    3.9,99999,40.080822,-113.021204, -5.6,   43.9,                  
         970,     4942,551.96, -5.8,34.53,-19.0,315.6, 16.9,        4941,    3.6,99999,40.080720,-113.021068, -5.6,   43.9,                  
         971,     4945,551.71, -5.8,34.75,-19.0,315.7, 16.9,        4945,    2.8,99999,40.080619,-113.020932, -5.6,   43.9,                  
         972,     4949,551.47, -5.9,35.04,-18.9,315.8, 16.8,        4948,    4.1,99999,40.080518,-113.020798, -5.6,   43.9,                  
         973,     4952,551.23, -5.9,35.42,-18.7,315.9, 16.7,        4952,    3.3,99999,40.080416,-113.020665, -5.6,   44.0,                  
         974,     4956,550.99, -5.9,35.90,-18.6,316.0, 16.7,        4955,    3.6,99999,40.080312,-113.020534, -5.6,   44.0,                  
         975,     4958,550.75, -5.9,36.30,-18.5,316.1, 16.6,        4958,    2.5,99999,40.080205,-113.020405, -5.6,   44.1,                  
         976,     4962,550.51, -5.9,36.46,-18.4,316.2, 16.6,        4962,    3.4,99999,40.080096,-113.020278, -5.6,   44.1,                  
         977,     4966,550.28, -5.9,36.56,-18.4,316.3, 16.6,        4965,    4.1,99999,40.079986,-113.020150, -5.6,   44.1,                  
         978,     4970,550.04, -5.9,36.80,-18.4,316.4, 16.5,        4969,    3.9,99999,40.079875,-113.020021, -5.7,   44.1,                  
         979,     4972,549.81, -6.0,37.29,-18.2,316.5, 16.5,        4972,    2.5,99999,40.079765,-113.019891, -5.7,   44.1,                  
         980,     4975,549.58, -6.0,38.25,-17.9,316.6, 16.4,        4975,    3.1,99999,40.079656,-113.019759, -5.7,   44.1,                  
         981,     4978,549.35, -6.0,39.82,-17.5,316.7, 16.4,        4978,    3.1,99999,40.079547,-113.019626, -5.7,   44.2,                  
         982,     4981,549.11, -6.0,41.49,-17.0,316.8, 16.4,        4981,    3.0,99999,40.079440,-113.019490, -5.7,   44.2,                  
         983,     4985,548.87, -6.0,43.10,-16.5,316.9, 16.4,        4985,    3.8,99999,40.079332,-113.019354, -5.7,   44.2,                  
         984,     4989,548.64, -6.0,44.55,-16.1,317.0, 16.3,        4988,    3.9,99999,40.079225,-113.019219, -5.7,   44.3,                  
         985,     4993,548.40, -6.0,45.32,-15.9,317.0, 16.3,        4992,    3.5,99999,40.079117,-113.019085, -5.7,   44.3,                  
         986,     4996,548.16, -6.0,45.19,-16.0,317.1, 16.3,        4995,    3.3,99999,40.079009,-113.018954, -5.7,   44.3,                  
         987,     4999,547.92, -6.0,44.69,-16.1,317.2, 16.3,        4999,    3.4,99999,40.078901,-113.018824, -5.7,   44.3,                  
         988,     5003,547.69, -6.0,44.30,-16.3,317.3, 16.3,        5002,    3.2,99999,40.078794,-113.018694, -5.7,   44.3,                  
         989,     5006,547.45, -6.1,44.08,-16.3,317.4, 16.3,        5005,    3.2,99999,40.078688,-113.018566, -5.7,   44.4,                  
         990,     5009,547.22, -6.1,43.91,-16.4,317.4, 16.2,        5009,    3.1,99999,40.078583,-113.018439, -5.8,   44.4,                  
         991,     5012,546.98, -6.1,43.79,-16.5,317.5, 16.2,        5012,    3.1,99999,40.078478,-113.018313, -5.8,   44.4,                  
         992,     5016,546.74, -6.1,43.72,-16.5,317.5, 16.2,        5016,    4.0,99999,40.078372,-113.018187, -5.8,   44.4,                  
         993,     5020,546.50, -6.2,43.72,-16.5,317.6, 16.2,        5019,    3.5,99999,40.078264,-113.018061, -5.9,   44.4,                  
         994,     5023,546.26, -6.2,43.71,-16.6,317.7, 16.2,        5022,    3.5,99999,40.078155,-113.017935, -5.9,   44.4,                  
         995,     5026,546.02, -6.2,43.57,-16.6,317.7, 16.2,        5025,    3.2,99999,40.078044,-113.017808, -5.9,   44.4,                  
         996,     5030,545.78, -6.3,43.36,-16.7,317.8, 16.2,        5029,    3.8,99999,40.077932,-113.017681, -5.9,   44.4,                  
