AVAPS-T02 STA 144635127 170831 103932.54
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T02 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T02 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T02 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D02 S00 144635127 170831 105103.50  350.35 -18.63  11.21 159.39   8.21 -17.53 -115.532308  21.775263  8630.79  11  11.21  11.10  11  8.30  8623.50
AVAPS-D02 S10 144635127 170831 105103.75 9999.00  99.00 999.00 159.88   8.22 -17.55  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105104.00  350.73 -18.56  11.10 160.02   8.15 -17.62 -115.532322  21.775298  8622.69  11  11.10  10.99  11  8.30  8614.59
AVAPS-D02 S10 144635127 170831 105104.25 9999.00  99.00 999.00 159.73   8.24 -17.57  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105104.50  351.25 -18.47  10.89 160.48   8.27 -17.53  999.000000  99.000000  8611.66  11  10.89  10.75  11 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105104.75 9999.00  99.00 999.00 159.83   8.26 -17.50  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105105.00  351.55 -18.39  10.58 159.75   8.33 -17.55 -115.532350  21.775368  8605.15  11  10.58  10.46  11  8.30  8597.08
AVAPS-D02 S10 144635127 170831 105105.25 9999.00  99.00 999.00 159.72   8.32 -17.63  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105105.50  351.92 -18.31  10.25 159.05   8.51 -17.66 -115.532363  21.775403  8597.36  11  10.25  10.15  11  8.30  8588.29
AVAPS-D02 S10 144635127 170831 105105.75 9999.00  99.00 999.00 158.78   8.43 -17.62  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105106.00  352.42 -18.23  10.17 159.98   8.54 -17.71 -115.532378  21.775440  8586.74  11  10.17  10.06  11  8.30  8579.45
AVAPS-D02 S10 144635127 170831 105106.25 9999.00  99.00 999.00 158.56   8.54 -17.54  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105106.50  352.83 -18.14  10.18 158.71   8.50 -17.48 -115.532393  21.775475  8577.88  11  10.18  10.08  11  8.30  8570.67
AVAPS-D02 S10 144635127 170831 105106.75 9999.00  99.00 999.00 159.02   8.59 -17.43  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105107.00    1.74 -18.06   9.96 158.95   8.54 -17.50 -115.532408  21.775512 99999.00  11   9.96   9.81  11  8.30  8561.87
AVAPS-D02 S10 144635127 170831 105107.25 9999.00  99.00 999.00 158.54   8.51 -17.41  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105107.50  353.64 -17.99   9.58 157.58   8.44 -17.43 -115.532423  21.775547  8560.65  11   9.58   9.45  11  8.30  8553.12
AVAPS-D02 S10 144635127 170831 105107.75 9999.00  99.00 999.00 158.00   8.41 -17.52  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105108.00  353.99 -17.90   9.22 158.12   8.32 -17.57 -115.532438  21.775582  8553.29  11   9.22   9.11  11  8.30  8544.51
AVAPS-D02 S10 144635127 170831 105108.25 9999.00  99.00 999.00 159.00   8.25 -17.48  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105108.50  354.43 -17.82   8.96 158.11   8.15 -17.51 -115.532453  21.775615  8544.03  11   8.96   8.85  11  8.30  8535.75
AVAPS-D02 S10 144635127 170831 105108.75 9999.00  99.00 999.00 159.34   8.06 -17.61  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105109.00  354.94 -17.73   8.64 160.32   7.97 -17.39 -115.532467  21.775650  8533.10  11   8.64   8.52  11  8.30  8526.96
AVAPS-D02 S10 144635127 170831 105109.25 9999.00  99.00 999.00 159.73   7.97 -17.28  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105109.50  355.24 -17.65   8.35 160.22   8.04 -17.38 -115.532480  21.775683  8526.79  10   8.35   8.23  10  8.40  8518.19
AVAPS-D02 S10 144635127 170831 105109.75 9999.00  99.00 999.00 161.29   8.02 -17.47  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105110.00  355.65 -17.58   8.07 160.77   8.15 -17.40 -115.532493  21.775718  8518.06  10   8.07   7.95  10  8.40  8509.50
AVAPS-D02 S10 144635127 170831 105110.25 9999.00  99.00 999.00 161.32   8.04 -17.27  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105110.50  356.09 -17.49   7.64 162.06   8.04 -17.35 -115.532505  21.775752  8508.77  11   7.64   7.50  11  8.30  8500.75
AVAPS-D02 S10 144635127 170831 105110.75 9999.00  99.00 999.00 161.90   8.06 -17.47  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105111.00  356.57 -17.41   6.75 162.80   8.11 -17.48 -115.532517  21.775787  8498.76  11   6.75   6.56  11  8.30  8491.97
AVAPS-D02 S10 144635127 170831 105111.25 9999.00  99.00 999.00 163.73   8.17 -17.41  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105111.50  356.88 -17.35   5.14 163.68   8.09 -17.39 -115.532528  21.775823  8492.27  11   5.14   4.94  11  8.30  8483.21
AVAPS-D02 S10 144635127 170831 105111.75 9999.00  99.00 999.00 164.11   8.16 -17.50  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105112.00  357.28 -17.30   3.71 164.21   8.09 -17.60 -115.532538  21.775858  8483.71   0   3.71   3.54   0  8.30  8474.46
AVAPS-D02 S10 144635127 170831 105112.25 9999.00  99.00 999.00 165.05   8.20 -17.65  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105112.50  357.76 -17.25   2.80 165.88   8.31 -17.57 -115.532548  21.775893  8473.54  11   2.80   2.69  11  8.30  8465.67
AVAPS-D02 S10 144635127 170831 105112.75 9999.00  99.00 999.00 166.30   8.25 -17.42  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105113.00  358.04 -17.23   2.28 166.74   8.21 -17.35 -115.532558  21.775930  8467.66  11   2.28   0.10  11  8.30  8457.03
AVAPS-D02 S10 144635127 170831 105113.25 9999.00  99.00 999.00 167.60   8.22 -17.33  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105113.50  358.55 -17.18   0.10 166.90   8.23 -17.35 -115.532567  21.775967  8457.03  11   0.10   0.10  11  8.30  8448.41
AVAPS-D02 S10 144635127 170831 105113.75 9999.00  99.00 999.00 166.96   8.32 -17.30  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105114.00  358.99 -17.15   0.10 167.40   8.26 -17.35 -115.532577  21.776003  8447.77  11   0.10   0.10  11  8.30  8439.68
AVAPS-D02 S10 144635127 170831 105114.25 9999.00  99.00 999.00 167.50   8.27 -17.43  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105114.50  359.39 -17.11   0.10 166.34   8.21 -17.37  999.000000  99.000000  8439.33  11   0.10   0.10  11 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105114.75 9999.00  99.00 999.00 167.40   8.24 -17.34  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105115.00  359.86 -17.07   0.10 167.08   8.17 -17.34 -115.532593  21.776075  8429.47  11   0.10   0.10  11  8.30  8422.24
AVAPS-D02 S10 144635127 170831 105115.25 9999.00  99.00 999.00 167.44   8.12 -17.37  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105115.50  360.22 -17.04 999.00 282.14 999.00  99.00  999.000000  99.000000 99999.00   5   0.10 999.00   5 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105115.75 9999.00  99.00 999.00 136.22 999.00  99.00  999.000000  99.000000 99999.00   5 999.00 999.00   5 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105116.00  360.60 -17.01   0.10 167.27   8.00 -17.53 -115.532610  21.776147  8414.01  11   0.10   0.10  11  8.30  8404.68
AVAPS-D02 S10 144635127 170831 105116.25 9999.00  99.00 999.00 166.53   8.02 -17.48  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105116.50  361.09 -16.96   0.10 166.60   7.81 -17.52 -115.532620  21.776182  8403.85  11   0.10   0.10  11  8.30  8395.87
AVAPS-D02 S10 144635127 170831 105116.75 9999.00  99.00 999.00 167.62   7.79 -17.39  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105117.00  361.41 -16.93   0.10 167.66   7.76 -17.35 -115.532628  21.776217  8397.09  11   0.10   0.10  11  8.30  8387.08
AVAPS-D02 S10 144635127 170831 105117.25 9999.00  99.00 999.00 166.93   7.80 -17.52  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105117.50  361.94 -16.91   0.10 167.60   7.52 -17.62  999.000000  99.000000  8386.05   0   0.10   0.10   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105117.75 9999.00  99.00 999.00 310.73 999.00  99.00  999.000000  99.000000 99999.00   8 999.00 999.00   8 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105118.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105118.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105118.50  362.74 -16.85   0.10 167.97   7.40 -17.40 -115.532652  21.776315  8369.55  11   0.10   0.10  11  8.30  8360.95
AVAPS-D02 S10 144635127 170831 105118.75 9999.00  99.00 999.00 169.25   7.35 -17.31  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105119.00  363.09 -16.82   0.10 168.73   7.48 -17.19 -115.532660  21.776348  8362.32  11   0.10   0.10  11  8.30  8352.26
AVAPS-D02 S10 144635127 170831 105119.25 9999.00  99.00 999.00 168.48   7.47 -17.27  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105119.50  363.58 -16.79   0.10 170.10   7.51 -17.41 -115.532667  21.776382  8352.05  10   0.10   0.10  10  8.40  8343.56
AVAPS-D02 S10 144635127 170831 105119.75 9999.00  99.00 999.00 170.29   7.74 -17.34  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105120.00  363.94 -16.77   0.10 170.42   7.62 -17.37 -115.532672  21.776417  8344.67  11   0.10   0.10  11  8.30  8334.84
AVAPS-D02 S10 144635127 170831 105120.25 9999.00  99.00 999.00 170.32   7.69 -17.42  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105120.50  364.28 -16.75   0.10 171.07   7.73 -17.34 -115.532678  21.776450  8337.61  10   0.10   0.10  10  8.40  8326.15
AVAPS-D02 S10 144635127 170831 105120.75 9999.00  99.00 999.00 170.85   7.63 -17.33  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105121.00  364.79 -16.72   0.10 171.67   7.73 -17.30  999.000000  99.000000  8327.04  11   0.10   0.10  11 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105121.25 9999.00  99.00 999.00 172.00   7.79 -17.22  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105121.50  365.14 -16.70   0.10 172.66   7.84 -17.15 -115.532688  21.776520  8319.69  11   0.10   0.10  11  8.30  8308.93
AVAPS-D02 S10 144635127 170831 105121.75 9999.00  99.00 999.00 171.23   7.86 -17.19  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105122.00  365.61 -16.67   0.10 171.05   7.63 -17.17 -115.532693  21.776555  8310.12  11   0.10   0.10  11  8.30  8300.32
AVAPS-D02 S10 144635127 170831 105122.25 9999.00  99.00 999.00 171.39   7.50 -17.11  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105122.50  366.05 -16.63   0.10 171.98   7.42 -17.03 -115.532698  21.776588  8301.00  11   0.10   0.10  11  8.30  8291.82
AVAPS-D02 S10 144635127 170831 105122.75 9999.00  99.00 999.00 171.85   7.46 -17.01  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105123.00  366.37 -16.59   0.10 171.36   7.37 -17.10 -115.532705  21.776622  8294.37  11   0.10   0.10  11  8.30  8283.21
AVAPS-D02 S10 144635127 170831 105123.25 9999.00  99.00 999.00 171.32   7.26 -17.27  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105123.50  366.87 -16.56   0.10 171.52   7.45 -17.27 -115.532710  21.776653  8284.20  11   0.10   0.10  11  8.30  8274.63
AVAPS-D02 S10 144635127 170831 105123.75 9999.00  99.00 999.00 171.16   7.43 -17.21  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105124.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105124.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105124.50  367.77 -16.50   0.10 169.00   7.49 -17.24 -115.532722  21.776720  8265.72  11   0.10   0.10  11  8.30  8257.40
AVAPS-D02 S10 144635127 170831 105124.75 9999.00  99.00 999.00 167.05   7.30 -17.29  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105125.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105125.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105125.50  368.53 -16.44 999.00 220.70 999.00  99.00  999.000000  99.000000 99999.00   5 999.00 999.00   5 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105125.75 9999.00  99.00 999.00  49.18 999.00  99.00  999.000000  99.000000 99999.00   5 999.00 999.00   5 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105126.00  369.05 -16.41   0.10 163.89   7.20 -17.28 -115.532748  21.776815  8239.39  11   0.10   0.10  11  8.30  8231.37
AVAPS-D02 S10 144635127 170831 105126.25 9999.00  99.00 999.00 162.64   7.14 -17.13  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105126.50  369.37 -16.40   0.10 162.72   7.02 -17.10 -115.532758  21.776845  8232.78  11   0.10   0.10  11  8.30  8222.79
AVAPS-D02 S10 144635127 170831 105126.75 9999.00  99.00 999.00 162.74   7.00 -17.15  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105127.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105127.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105127.50  370.32 -16.35   0.10 160.46   6.79 -17.06 -115.532780  21.776905  8213.40  11   0.10   0.10  11  8.30  8205.65
AVAPS-D02 S10 144635127 170831 105127.75 9999.00  99.00 999.00 161.10   6.76 -16.99  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105128.00  370.67 -16.33   0.10 161.23   6.65 -16.98 -115.532790  21.776933  8206.35  11   0.10   0.10  11  8.30  8197.11
AVAPS-D02 S10 144635127 170831 105128.25 9999.00  99.00 999.00 159.77   6.64 -17.08  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105128.50  371.04 -16.30   0.10 161.69   6.54 -17.20 -115.532800  21.776960  8198.71  11   0.10   0.10  11  8.30  8188.53
AVAPS-D02 S10 144635127 170831 105128.75 9999.00  99.00 999.00 162.51   6.54 -17.15  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105129.00  371.46 -16.27   0.10 162.04   6.58 -17.10 -115.532810  21.776988  8190.23  11   0.10   0.10  11  8.30  8179.91
AVAPS-D02 S10 144635127 170831 105129.25 9999.00  99.00 999.00 161.72   6.44 -17.19  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105129.50  371.92 -16.23   0.10 162.34   6.56 -17.10 -115.532820  21.777017  8180.79  11   0.10   0.10  11  8.30  8171.36
AVAPS-D02 S10 144635127 170831 105129.75 9999.00  99.00 999.00 162.25   6.45 -17.15  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105130.00  372.32 -16.18   0.10 162.70   6.54 -17.14 -115.532828  21.777045  8172.86  11   0.10   0.10  11  8.30  8162.81
AVAPS-D02 S10 144635127 170831 105130.25 9999.00  99.00 999.00 163.47   6.49 -17.13  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105130.50  372.76 -16.17   0.10 162.85   6.48 -17.09 -115.532838  21.777073  8163.92  11   0.10   0.10  11  8.30  8154.25
AVAPS-D02 S10 144635127 170831 105130.75 9999.00  99.00 999.00 162.63   6.66 -16.97  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105131.00  373.07 -16.12   0.10 162.37   6.59 -16.95 -115.532848  21.777102  8157.64  11   0.10   0.10  11  8.30  8145.78
AVAPS-D02 S10 144635127 170831 105131.25 9999.00  99.00 999.00 163.14   6.51 -17.02  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105131.50  373.62 -16.08   0.10 161.09   6.71 -17.11 -115.532857  21.777130  8146.44  11   0.10   0.10  11  8.30  8137.27
AVAPS-D02 S10 144635127 170831 105131.75 9999.00  99.00 999.00 160.01   6.64 -17.06  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105132.00   48.28 -16.05   0.10 159.83   6.54 -16.90 -115.532868  21.777158 99999.00  11   0.10   0.10  11  8.30  8128.81
AVAPS-D02 S10 144635127 170831 105132.25 9999.00  99.00 999.00 160.82   6.56 -16.88  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105132.50  374.34 -16.00   0.10 160.53   6.56 -16.91 -115.532878  21.777187  8131.77  11   0.10   0.10  11  8.30  8120.32
AVAPS-D02 S10 144635127 170831 105132.75 9999.00  99.00 999.00 159.94   6.53 -16.95  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105133.00  374.76 -15.97   0.10 159.71   6.42 -16.86 -115.532890  21.777213  8123.30  11   0.10   0.10  11  8.60  8111.85
AVAPS-D02 S10 144635127 170831 105133.25 9999.00  99.00 999.00 160.84   6.52 -16.93  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105133.50  375.23 -15.92   0.10 160.31   6.35 -16.98 -115.532900  21.777242  8113.87  11   0.10   0.10  11  8.30  8103.29
AVAPS-D02 S10 144635127 170831 105133.75 9999.00  99.00 999.00 161.06   6.34 -17.00  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105134.00  375.65 -15.88   0.10 161.14   6.36 -17.01 -115.532910  21.777268  8105.49  11   0.10   0.10  11  8.30  8094.75
AVAPS-D02 S10 144635127 170831 105134.25 9999.00  99.00 999.00 161.59   6.34 -17.04  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105134.50  376.03 -15.83   0.10 162.93   6.29 -17.03 -115.532920  21.777295  8097.73  11   0.10   0.10  11  8.30  8086.16
AVAPS-D02 S10 144635127 170831 105134.75 9999.00  99.00 999.00 162.30   6.32 -17.09  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105135.00  376.53 -15.79   0.10 163.00   6.55 -17.15 -115.532928  21.777323  8087.78  11   0.10   0.10  11  8.30  8077.48
AVAPS-D02 S10 144635127 170831 105135.25 9999.00  99.00 999.00 163.62   6.44 -17.00  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105135.50  376.96 -15.74   0.10 162.30   6.44 -16.91 -115.532938  21.777350  8079.10  11   0.10   0.10  11  8.30  8069.04
AVAPS-D02 S10 144635127 170831 105135.75 9999.00  99.00 999.00 163.09   6.58 -16.99  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105136.00  377.38 -15.68   0.10 162.15   6.60 -17.00 -115.532948  21.777378  8070.71  11   0.10   0.10  11  8.30  8060.51
AVAPS-D02 S10 144635127 170831 105136.25 9999.00  99.00 999.00 162.01   6.66 -16.97  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105136.50  377.75 -15.64   0.10 161.63   6.75 -16.94 -115.532958  21.777407  8063.29  11   0.10   0.10  11  8.30  8052.05
AVAPS-D02 S11 144635127 170831 105136.75 9999.00  99.00 999.00 161.26   6.75  99.00  999.000000  99.000000 99999.00   5 999.00 999.00   5 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105137.00  378.20 -15.60   0.10 159.24   6.75 -16.85 -115.532968  21.777435  8054.17  11   0.10   0.10  11  8.30  8043.62
AVAPS-D02 S10 144635127 170831 105137.25 9999.00  99.00 999.00 158.58   6.70 -16.83  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105137.50  378.63 -15.56   0.10 157.57   6.63 -16.78 -115.532982  21.777462  8045.70  12   0.10   0.10  12  8.20  8035.31
AVAPS-D02 S10 144635127 170831 105137.75 9999.00  99.00 999.00 157.28   6.65 -16.75  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105138.00  379.02 -15.52   0.10 155.72   6.69 -15.60 -115.532993  21.777490  8037.76  12   0.10   0.10  12  8.20  8026.85
AVAPS-D02 S10 144635127 170831 105138.25 9999.00  99.00 999.00 155.35   6.61 -17.03  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105138.50  379.37 -15.48   0.10 154.82   6.57 -17.07 -115.533008  21.777517  8030.84  12   0.10   0.10  12  8.20  8018.35
AVAPS-D02 S10 144635127 170831 105138.75 9999.00  99.00 999.00 154.76   6.68 -17.01  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105139.00  379.92 -15.44   0.10 154.03   6.61 -16.95 -115.533022  21.777545  8019.82  12   0.10   0.10  12  8.20  8009.87
AVAPS-D02 S10 144635127 170831 105139.25 9999.00  99.00 999.00 154.80   6.73 -16.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105139.50  380.32 -15.42   0.10 153.94   6.80 -16.92 -115.533035  21.777572  8011.78  12   0.10   0.10  12  8.20  8001.33
AVAPS-D02 S10 144635127 170831 105139.75 9999.00  99.00 999.00 153.99   6.81 -16.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105140.00  380.75 -15.39   0.10 154.28   6.93 -17.13 -115.533050  21.777600  8003.30  11   0.10   0.10  11  8.30  7992.77
AVAPS-D02 S10 144635127 170831 105140.25 9999.00  99.00 999.00 154.40   7.03 -16.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105140.50  381.13 -15.37   0.10 152.64   6.97 -16.86 -115.533065  21.777628  7995.65  12   0.10   0.10  12  8.20  7984.28
AVAPS-D02 S10 144635127 170831 105140.75 9999.00  99.00 999.00 152.73   7.01 -16.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105141.00  381.59 -15.34   0.10 152.35   7.26 -16.97 -115.533080  21.777657  7986.57  12   0.10   0.10  12  8.20  7975.81
AVAPS-D02 S10 144635127 170831 105141.25 9999.00  99.00 999.00 151.63   7.22 -16.88  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105141.50  382.03 -15.33   0.10 150.98   7.11 -16.89 -115.533097  21.777685  7977.78  12   0.10   0.10  12  8.20  7967.31
AVAPS-D02 S10 144635127 170831 105141.75 9999.00  99.00 999.00 149.55   7.24 -16.94  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105142.00  382.40 -15.31   0.10 149.57   7.24 -17.02 -115.533115  21.777712  7970.44  12   0.10   0.10  12  8.20  7958.78
AVAPS-D02 S10 144635127 170831 105142.25 9999.00  99.00 999.00 148.29   7.24 -17.05  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105142.50  382.88 -15.28   0.10 148.12   7.21 -17.00 -115.533133  21.777740  7961.04  12   0.10   0.10  12  8.20  7950.28
AVAPS-D02 S10 144635127 170831 105142.75 9999.00  99.00 999.00 147.34   7.21 -17.02  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
