AVAPS-T02 STA 144635127 170831 103932.54
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T02 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T02 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T02 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D02 S00 144635127 170831 105143.00  383.29 -15.27   0.10 147.71   7.31 -17.05 -115.533153  21.777767  7952.88  12   0.10   0.10  12  8.20  7941.79
AVAPS-D02 S10 144635127 170831 105143.25 9999.00  99.00 999.00 145.91   7.34 -17.20  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105143.50  383.73 -15.24   0.10 145.27   7.06 -16.95 -115.533172  21.777793  7944.19  12   0.10   0.10  12  8.20  7933.36
AVAPS-D02 S10 144635127 170831 105143.75 9999.00  99.00 999.00 144.71   7.09 -16.74  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105144.00  384.15 -15.23   0.10 144.93   7.05 -16.83 -115.533192  21.777818  7935.81  12   0.10   0.10  12  8.20  7924.96
AVAPS-D02 S10 144635127 170831 105144.25 9999.00  99.00 999.00 145.92   6.97 -16.89  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105144.50  384.60 -15.23   0.10 146.84   6.89 -16.86 -115.533210  21.777845  7926.96  12   0.10   0.10  12  8.20  7916.45
AVAPS-D02 S10 144635127 170831 105144.75 9999.00  99.00 999.00 145.85   6.99 -17.00  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105145.00  385.05 -15.22   0.10 146.73   6.81 -16.98 -115.533230  21.777870  7918.17  12   0.10   0.10  12  8.20  7907.88
AVAPS-D02 S10 144635127 170831 105145.25 9999.00  99.00 999.00 147.23   6.72 -16.99  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105145.50  385.42 -15.21   0.10  24.23   6.91 -16.96  999.000000  99.000000  7910.96  12   0.10   0.10  12 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105145.75 9999.00  99.00 999.00 147.02   6.66 -17.03  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105146.00  385.86 -15.18   0.10 146.96   6.59 -16.96 -115.533265  21.777922  7902.19  12   0.10   0.10  12  8.20  7890.85
AVAPS-D02 S11 144635127 170831 105146.25 9999.00  99.00 999.00 145.64   6.63  99.00  999.000000  99.000000 99999.00  31 999.00 999.00  31 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105146.50  386.32 -15.15   0.10 146.39   6.53 -17.00 -115.533282  21.777945 99999.00  12   0.10 999.00  12  8.20  7882.36
AVAPS-D02 S10 144635127 170831 105146.75 9999.00  99.00 999.00 146.77   6.52 -16.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105147.00  386.76 -15.13   0.10 146.91   6.46 -16.94 -115.533298  21.777970  7884.64  12   0.10   0.10  12  8.20  7873.91
AVAPS-D02 S10 144635127 170831 105147.25 9999.00  99.00 999.00 146.60   6.43 -16.82  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105147.50  386.19 -15.10   0.10 147.37   6.48 -15.54 -115.533317  21.777995 99999.00  11   0.10 999.00  11  8.30  7865.56
AVAPS-D02 S10 144635127 170831 105147.75 9999.00  99.00 999.00 147.30   6.56 -16.78  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105148.00  387.56 -15.06   0.10 146.69   6.65 -16.82 -115.533333  21.778020  7868.95  11   0.10   0.10  11  8.30  7857.08
AVAPS-D02 S10 144635127 170831 105148.25 9999.00  99.00 999.00 147.62   6.65 -16.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105148.50  388.02 -15.02   0.10 145.47   6.76 -16.99 -115.533352  21.778045  7859.77  12   0.10   0.10  12  8.20  7848.56
AVAPS-D02 S10 144635127 170831 105148.75 9999.00  99.00 999.00 146.23   6.71 -16.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105149.00  388.45 -14.98   0.10 145.27   6.73 -16.97 -115.533370  21.778070  7851.45  12   0.10   0.10  12  8.20  7840.09
AVAPS-D02 S10 144635127 170831 105149.25 9999.00  99.00 999.00 145.41   6.79 -17.06  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105149.50  388.92 -14.92   0.10 144.86   6.87 -17.00 -115.533390  21.778095  7842.35  12   0.10   0.10  12  8.20  7831.64
AVAPS-D02 S10 144635127 170831 105149.75 9999.00  99.00 999.00 143.54   6.78 -16.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105150.00  389.31 -14.88   0.10 143.56   6.84 -16.98 -115.533408  21.778120  7834.72  12   0.10   0.10  12  8.20  7823.13
AVAPS-D02 S11 144635127 170831 105150.25 9999.00  99.00 999.00 100.38   7.03  99.00  999.000000  99.000000 99999.00   5 999.00 999.00   5 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105150.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105150.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105151.00  390.19 -14.77   0.10 143.02   6.67 -16.97 -115.533447  21.778168  7817.48  12   0.10   0.10  12  8.20  7806.19
AVAPS-D02 S10 144635127 170831 105151.25 9999.00  99.00 999.00 142.24   6.75 -17.09  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105151.50  390.62 -14.71   0.10 141.32   6.70 -17.03 -115.533467  21.778193  7809.05  12   0.10   0.10  12  8.20  7797.70
AVAPS-D02 S10 144635127 170831 105151.75 9999.00  99.00 999.00 141.54   6.68 -16.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105152.00  391.03 -14.66   0.10 140.94   6.66 -16.88 -115.533487  21.778217  7801.09  12   0.10   0.10  12  8.20  7789.28
AVAPS-D02 S10 144635127 170831 105152.25 9999.00  99.00 999.00 140.64   6.70 -16.90  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105152.50  391.48 -14.60   0.10 139.45   6.62 -17.01 -115.533507  21.778240  7792.40  12   0.10   0.10  12  8.20  7780.83
AVAPS-D02 S10 144635127 170831 105152.75 9999.00  99.00 999.00 140.69   6.50 -16.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105153.00  391.86 -14.53   0.10 138.72   6.66 -16.84 -115.533528  21.778262  7785.11  12   0.10   0.10  12  8.20  7772.42
AVAPS-D02 S10 144635127 170831 105153.25 9999.00  99.00 999.00 140.47   6.59 -16.96  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105153.50  392.35 -14.47   0.10 140.17   6.46 -17.00 -115.533548  21.778285  7775.60  12   0.10   0.10  12  8.20  7763.93
AVAPS-D02 S10 144635127 170831 105153.75 9999.00  99.00 999.00 139.67   6.53 -16.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105154.00  392.78 -14.41   0.10 139.98   6.51 -16.96 -115.533568  21.778307  7767.23  12   0.10   0.10  12  8.20  7755.50
AVAPS-D02 S10 144635127 170831 105154.25 9999.00  99.00 999.00 139.70   6.49 -16.91  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105154.50  393.19 -14.35   0.10 139.30   6.52 -16.83 -115.533588  21.778330  7759.19  12   0.10   0.10  12  8.20  7747.05
AVAPS-D02 S10 144635127 170831 105154.75 9999.00  99.00 999.00 139.09   6.53 -16.86  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105155.00  393.67 -14.31   0.10 139.16   6.52 -16.79 -115.533608  21.778352  7750.01  12   0.10   0.10  12  8.20  7738.54
AVAPS-D02 S10 144635127 170831 105155.25 9999.00  99.00 999.00 137.70   6.55 -16.97  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105155.50  394.08 -14.24   0.10 138.83   6.44 -17.12 -115.533630  21.778373  7742.08  12   0.10   0.10  12  8.20  7730.12
AVAPS-D02 S10 144635127 170831 105155.75 9999.00  99.00 999.00 139.15   6.44 -17.01  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105156.00  394.50 -14.19   0.10 138.38   6.44 -16.96 -115.533652  21.778397  7733.94  12   0.10   0.10  12  8.20  7721.64
AVAPS-D02 S10 144635127 170831 105156.25 9999.00  99.00 999.00 138.76   6.41 -16.99  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105156.50  395.03 -14.14   0.10 137.86   6.43 -16.85 -115.533672  21.778417  7723.72  12   0.10   0.10  12  8.20  7713.20
AVAPS-D02 S10 144635127 170831 105156.75 9999.00  99.00 999.00 137.53   6.39 -16.80  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105157.00  395.41 -14.09   0.10 136.57   6.42 -16.75 -115.533693  21.778438  7716.47  12   0.10   0.10  12  8.20  7704.87
AVAPS-D02 S10 144635127 170831 105157.25 9999.00  99.00 999.00 135.96   6.49 -16.78  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105157.50  395.79 -14.05   0.10 134.68   6.45 -16.94 -115.533715  21.778458  7709.19  12   0.10   0.10  12  8.20  7696.44
AVAPS-D02 S10 144635127 170831 105157.75 9999.00  99.00 999.00 134.80   6.45 -17.07  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105158.00  396.28 -14.00   0.10 135.48   6.64 -16.89 -115.533738  21.778480  7699.67  12   0.10   0.10  12  8.20  7688.00
AVAPS-D02 S10 144635127 170831 105158.25 9999.00  99.00 999.00 134.70   6.66 -16.86  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105158.50  396.68 -13.98   0.10 132.99   6.80 -16.92 -115.533762  21.778500  7692.04  12   0.10   0.10  12  8.20  7679.47
AVAPS-D02 S10 144635127 170831 105158.75 9999.00  99.00 999.00 132.56   6.74 -16.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105159.00  397.16 -13.97   2.47 132.13   6.89 -16.93 -115.533787  21.778520  7682.86  12   2.47   2.42  12  8.20  7670.99
AVAPS-D02 S10 144635127 170831 105159.25 9999.00  99.00 999.00 130.54   6.96 -16.77  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105159.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105159.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105200.00  397.97 -13.97   5.53 128.36   7.19 -16.51  999.000000  99.000000  7667.19  12   5.53   5.54  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105200.25 9999.00  99.00 999.00 128.38   2.78 -16.35  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105200.50  398.43 -14.00   9.19 128.39   7.30  99.00  999.000000  99.000000  7658.43   0   9.19   9.32   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105200.75 9999.00  99.00 999.00 163.83 999.00  26.12  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105201.00  398.91 -14.03  11.99 125.32   7.71 -15.97  999.000000  99.000000  7649.34  12  11.99  11.93  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105201.25 9999.00  99.00 999.00 123.68   7.81 -15.92  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105201.50  399.37 -14.05  13.17 122.21   8.01 -16.08 -115.533930  21.778620  7640.57  12  13.17  13.04  12  8.20  7630.47
AVAPS-D02 S10 144635127 170831 105201.75 9999.00  99.00 999.00 122.90   8.27 -16.11  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105202.00 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105202.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105202.50  400.22 -14.10  18.28 119.22   8.71 -16.70 -115.534002  21.778658  7624.21  12  18.28  18.38  12  8.30  7613.75
AVAPS-D02 S10 144635127 170831 105202.75 9999.00  99.00 999.00 118.93   8.87 -16.69  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105203.00  400.65 -14.11  21.80 118.34   9.12 -16.62 -115.534040  21.778678  7616.17  12  21.80  21.82  12  8.30  7605.41
AVAPS-D02 S10 144635127 170831 105203.25 9999.00  99.00 999.00 116.75   9.17 -16.49  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105203.50  401.13 -14.15  24.79 115.19   9.37 -16.42 -115.534080  21.778697  7607.09  12  24.79  24.86  12  8.30  7597.19
AVAPS-D02 S10 144635127 170831 105203.75 9999.00  99.00 999.00 114.80   9.28 -16.57  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105204.00  401.55 -14.20  28.62 114.01   9.43 -16.57 -115.534122  21.778713  7599.09  12  28.62  28.84  12  8.30  7588.77
AVAPS-D02 S10 144635127 170831 105204.25 9999.00  99.00 999.00 113.21   9.59 -16.70  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105204.50  401.99 -14.23  33.39 112.94   9.59 -16.77 -115.534165  21.778730  7590.75  12  33.39  33.45  12  8.30  7580.34
AVAPS-D02 S10 144635127 170831 105204.75 9999.00  99.00 999.00 111.91   9.78 -16.83  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105205.00  402.45 -14.28  39.37 111.51   9.80 -16.85 -115.534208  21.778745  7581.99  12  39.37  39.60  12  8.30  7571.95
AVAPS-D02 S10 144635127 170831 105205.25 9999.00  99.00 999.00 109.73   9.99 -16.77  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105205.50  402.87 -14.33  44.89 108.88  10.17 -16.70 -115.534253  21.778760  7574.08  12  44.89  44.95  12  8.30  7563.53
AVAPS-D02 S10 144635127 170831 105205.75 9999.00  99.00 999.00 108.78  10.37 -16.74  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105206.00  403.32 -14.38  48.39 107.62  10.65 -16.76 -115.534302  21.778775  7565.55  12  48.39  48.34  12  8.30  7555.11
AVAPS-D02 S10 144635127 170831 105206.25 9999.00  99.00 999.00 107.05  10.67 -16.67  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105206.50  403.72 -14.42  50.77 106.47  10.95 -16.56 -115.534352  21.778790  7557.94  12  50.77  50.66  12  8.30  7546.77
AVAPS-D02 S10 144635127 170831 105206.75 9999.00  99.00 999.00 105.98  11.02 -16.63  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105207.00  404.19 -14.44  52.59 105.71  11.15 -16.66 -115.534403  21.778803  7549.19  12  52.59  52.45  12  8.30  7538.47
AVAPS-D02 S10 144635127 170831 105207.25 9999.00  99.00 999.00 105.45  11.10 -16.63  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105207.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105207.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105208.00  405.19 -14.47  56.58 105.57  11.40 -16.36 -115.534508  21.778830  7530.27  12  56.58  56.41  12  8.20  7521.92
AVAPS-D02 S10 144635127 170831 105208.25 9999.00  99.00 999.00 105.01  11.56 -16.48  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105208.50  405.56 -14.47  57.59 104.75  11.63 -16.55 -115.534562  21.778843  7523.42  12  57.59  57.43  12  8.80  7513.63
AVAPS-D02 S10 144635127 170831 105208.75 9999.00  99.00 999.00 104.91  11.66 -16.58  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105209.00  405.94 -14.46  58.07 104.55  11.64 -16.71 -115.534617  21.778857  7516.21  12  58.07  57.91  12  8.20  7505.25
AVAPS-D02 S10 144635127 170831 105209.25 9999.00  99.00 999.00 103.58  11.73 -16.72  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105209.50  406.41 -14.46  58.42 103.85  11.76 -16.71 -115.534672  21.778870  7507.50  12  58.42  58.25  12  8.20  7496.90
AVAPS-D02 S10 144635127 170831 105209.75 9999.00  99.00 999.00 103.77  11.77 -16.78  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105210.00  406.85 -14.44  58.44 103.08  11.69 -16.69 -115.534727  21.778882  7499.09  12  58.44  58.26  12  8.20  7488.50
AVAPS-D02 S10 144635127 170831 105210.25 9999.00  99.00 999.00 103.34  11.76 -16.67  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105210.50  407.29 -14.40  58.38 103.26  11.77 -16.84 -115.534782  21.778895  7490.86  12  58.38  58.24  12  8.20  7480.12
AVAPS-D02 S10 144635127 170831 105210.75 9999.00  99.00 999.00 102.63  11.64 -16.68  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105211.00  407.73 -14.39  58.64 102.33  11.82 -16.55 -115.534837  21.778907  7482.76  12  58.64  58.53  12  8.20  7471.70
AVAPS-D02 S10 144635127 170831 105211.25 9999.00  99.00 999.00 103.09  11.68 -16.62  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105211.50  408.15 -14.35  58.80 102.57  11.71 -16.62 -115.534892  21.778918  7474.86  12  58.80  58.67  12  8.20  7463.39
AVAPS-D02 S10 144635127 170831 105211.75 9999.00  99.00 999.00 102.15  11.74 -16.60  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105212.00  408.54 -14.31  58.81 102.21  11.64 -16.49 -115.534947  21.778928  7467.57  12  58.81  58.74  12  8.20  7455.15
AVAPS-D02 S10 144635127 170831 105212.25 9999.00  99.00 999.00 102.62  11.64 -16.43  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105212.50  409.09 -14.27  58.84 102.43  11.50 -16.52 -115.535002  21.778940  7457.39  12  58.84  58.81  12  8.20  7446.78
AVAPS-D02 S10 144635127 170831 105212.75 9999.00  99.00 999.00 102.86  11.43 -16.57  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105213.00  409.44 -14.24  58.85 102.83  11.35 -16.51 -115.535055  21.778952  7450.87  12  58.85  58.75  12  8.20  7438.46
AVAPS-D02 S10 144635127 170831 105213.25 9999.00  99.00 999.00 103.18  11.27 -16.68  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105213.50  410.00 -14.18  58.78 103.78  11.23 -16.74 -115.535108  21.778963  7440.35  12  58.78  58.72  12  8.20  7430.04
AVAPS-D02 S10 144635127 170831 105213.75 9999.00  99.00 999.00 104.18  11.23 -16.68  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105214.00  410.43 -14.12  58.62 104.32  11.13 -16.65 -115.535162  21.778975  7432.35  11  58.62  58.60  11  8.30  7421.56
AVAPS-D02 S10 144635127 170831 105214.25 9999.00  99.00 999.00 104.13  11.23 -16.64  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105214.50  410.87 -14.08  58.50 104.64  11.14 -16.75 -115.535213  21.778988  7424.27  11  58.50  58.48  11  8.30  7413.18
AVAPS-D02 S10 144635127 170831 105214.75 9999.00  99.00 999.00 104.43  11.12 -16.75  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105215.00  411.28 -14.03  58.33 104.34  11.20 -16.79 -115.535267  21.779000  7416.67  11  58.33  58.31  11  8.30  7404.75
AVAPS-D02 S10 144635127 170831 105215.25 9999.00  99.00 999.00 104.65  11.09 -16.94  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105215.50  411.75 -13.96  58.09 104.60  11.17 -17.09 -115.535318  21.779013  7408.04  11  58.09  58.05  11  8.30  7396.26
AVAPS-D02 S10 144635127 170831 105215.75 9999.00  99.00 999.00 104.84  11.36 -16.91  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105216.00  412.18 -13.89  57.90 104.03  11.19 -16.86 -115.535372  21.779025  7400.04  11  57.90  57.89  11  8.30  7387.74
AVAPS-D02 S10 144635127 170831 105216.25 9999.00  99.00 999.00 104.58  11.13 -16.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105216.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105216.75 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105217.00  413.06 -13.77  57.52 104.17  11.26 -16.88 -115.535477  21.779050 99999.00  12  57.52  57.54  12  8.20  7370.76
