duration,time,P,T,RH,WS,WD,LON,LAT,GPS_Z,IF
126.0,2021-09-06 11:02:06.000001,937.225703,26.84,82.8,3.0527777777777776,88.14999999999998,121.72456000000001,24.82328,720.9,1.0
127.0,2021-09-06 11:02:07.000001,936.957031,26.83,82.9,4.166666666666667,84.94,121.72452,24.82328,723.33,1.0
128.0,2021-09-06 11:02:08.000001,936.743046,26.8,82.9,4.919444444444444,68.85000000000002,121.72448,24.82327,725.74,1.0
129.0,2021-09-06 11:02:09.000001,936.411875,26.8,83.0,5.372222222222222,91.63,121.72443999999999,24.82326,728.42,1.0
130.0,2021-09-06 11:02:10.000001,936.2676560000001,26.78,83.0,3.1222222222222222,93.38999999999999,121.7244,24.82327,730.67,1.0
131.0,2021-09-06 11:02:11.000001,936.09375,26.76,83.1,3.7055555555555553,66.27999999999997,121.72437,24.82326,732.9,1.0
132.0,2021-09-06 11:02:12.000001,935.872968,26.74,83.2,5.541666666666666,89.01999999999998,121.72431999999999,24.82326,734.83,1.0
133.0,2021-09-06 11:02:13.000001,935.674375,26.74,83.2,1.472222222222222,89.75,121.72429,24.82326,736.81,1.0
134.0,2021-09-06 11:02:14.000001,935.409062,26.74,83.3,4.155555555555556,71.02999999999997,121.72426999999999,24.82326,738.69,1.0
135.0,2021-09-06 11:02:15.000001,935.221953,26.7,83.3,5.941666666666666,82.67000000000002,121.72421999999999,24.82325,741.48,1.0
136.0,2021-09-06 11:02:16.000001,934.997812,26.69,83.4,2.694444444444444,93.60000000000002,121.72419,24.82326,743.62,1.0
137.0,2021-09-06 11:02:17.000001,934.669687,26.68,83.6,4.644444444444444,68.83000000000004,121.72416000000001,24.82326,745.72,1.0
138.0,2021-09-06 11:02:18.000001,934.408984,26.64,83.6,4.258333333333333,81.66000000000003,121.72412,24.82325,748.71,1.0
139.0,2021-09-06 11:02:19.000001,934.1365619999999,26.63,83.6,2.7944444444444447,125.12,121.7241,24.82327,751.7,1.0
140.0,2021-09-06 11:02:20.000001,933.8278119999999,26.6,83.7,3.7777777777777777,82.33999999999997,121.72408,24.82326,754.28,1.0
141.0,2021-09-06 11:02:21.000001,933.590078,26.59,83.7,4.288888888888889,97.80000000000001,121.72405,24.82326,757.0,1.0
142.0,2021-09-06 11:02:22.000001,933.271875,26.58,83.8,2.452777777777778,103.69,121.72402,24.82327,760.11,1.0
143.0,2021-09-06 11:02:23.000001,932.93875,26.55,83.9,3.622222222222222,63.81,121.72399999999999,24.82326,763.47,1.0
144.0,2021-09-06 11:02:24.000001,932.6839060000001,26.54,84.0,4.272222222222222,86.62,121.72396,24.82325,765.93,1.0
145.0,2021-09-06 11:02:25.000001,932.391718,26.5,84.1,3.4277777777777776,89.23000000000002,121.72393000000001,24.82326,768.37,1.0
146.0,2021-09-06 11:02:26.000001,932.1769529999999,26.48,84.1,2.522222222222222,80.27999999999997,121.7239,24.82325,771.03,1.0
147.0,2021-09-06 11:02:27.000001,931.962578,26.46,84.1,3.4722222222222223,113.93,121.72388000000001,24.82326,773.12,1.0
148.0,2021-09-06 11:02:28.000001,931.786718,26.43,84.2,5.5055555555555555,83.48000000000002,121.72383,24.82326,774.83,1.0
149.0,2021-09-06 11:02:29.000001,931.6420310000001,26.42,84.3,2.5444444444444443,81.23000000000002,121.7238,24.82325,776.59,1.0
150.0,2021-09-06 11:02:30.000001,931.4753119999999,26.41,84.3,1.9,102.60000000000002,121.72378,24.82325,778.04,1.0
151.0,2021-09-06 11:02:31.000001,931.229843,26.38,84.5,5.1194444444444445,64.32,121.72375,24.82325,779.95,1.0
152.0,2021-09-06 11:02:32.000001,931.0478119999999,26.38,84.5,4.2555555555555555,74.50999999999999,121.72371000000001,24.82324,781.72,1.0
153.0,2021-09-06 11:02:33.000001,930.811406,26.34,84.5,3.572222222222222,91.66000000000003,121.72367,24.82325,783.33,1.0
154.0,2021-09-06 11:02:34.000001,930.617031,26.33,84.6,3.4972222222222222,66.21000000000004,121.72363999999999,24.82324,785.73,1.0
157.0,2021-09-06 11:02:37.000001,929.834375,26.28,84.8,3.661111111111111,81.83999999999997,121.72353999999999,24.82325,792.56,1.0
160.0,2021-09-06 11:02:40.000001,928.9907810000001,26.2,85.1,2.5444444444444443,99.79000000000002,121.72344,24.82327,799.66,1.0
160.0,2021-09-06 11:02:40.000001,930.3659369999999,26.31,84.7,4.116666666666666,96.95999999999998,121.72361000000001,24.82325,787.7,1.0
161.0,2021-09-06 11:02:41.000001,928.73375,26.2,85.2,2.8527777777777774,114.58999999999997,121.72341000000002,24.82328,801.83,1.0
161.0,2021-09-06 11:02:41.000001,930.1403119999999,26.3,84.8,3.4555555555555553,95.94999999999999,121.72357,24.82326,789.83,1.0
162.0,2021-09-06 11:02:42.000001,928.447656,26.18,85.3,5.927777777777778,98.19,121.72336999999999,24.82329,804.11,1.0
163.0,2021-09-06 11:02:43.000001,929.541015,26.25,84.9,3.15,113.75,121.72351,24.82326,795.14,1.0
163.0,2021-09-06 11:02:43.000001,928.150625,26.16,85.4,0.9333333333333332,97.73000000000002,121.72334,24.82329,806.17,1.0
164.0,2021-09-06 11:02:44.000001,929.267812,26.25,85.0,5.252777777777777,104.72000000000003,121.72346999999999,24.82327,797.09,1.0
164.0,2021-09-06 11:02:44.000001,927.878281,26.15,85.3,3.8305555555555553,111.75999999999999,121.72332,24.8233,808.93,1.0
165.0,2021-09-06 11:02:45.000001,927.603046,26.13,85.3,6.458333333333333,98.43,121.72326000000001,24.82331,812.0,1.0
166.0,2021-09-06 11:02:46.000001,927.325234,26.11,85.4,2.6166666666666667,106.86000000000001,121.72323,24.823320000000002,814.21,1.0
167.0,2021-09-06 11:02:47.000001,927.024921,26.1,85.4,4.122222222222222,103.12,121.7232,24.82333,816.93,1.0
